Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1968","1968","hg/ha","10366","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1968","1968","tonnes","102443708","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1969","1969","ha","100872596","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1969","1969","hg/ha","10537","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1969","1969","tonnes","106291244","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1970","1970","ha","100377004","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1970","1970","hg/ha","11348","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1970","1970","tonnes","113909504","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1971","1971","ha","99673104","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1971","1971","hg/ha","11361","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1971","1971","tonnes","113238296","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1972","1972","ha","98043804","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1972","1972","hg/ha","11078","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1972","1972","tonnes","108615456","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1973","1973","ha","103788908","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1973","1973","hg/ha","11528","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1973","1973","tonnes","119648216","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1974","1974","ha","99388716","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1974","1974","hg/ha","10745","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1974","1974","tonnes","106793000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1975","1975","ha","101366908","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1975","1975","hg/ha","12608","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1975","1975","tonnes","127807800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1976","1976","ha","101465120","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1976","1976","hg/ha","11987","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1976","1976","tonnes","121625108","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1977","1977","ha","103723620","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1977","1977","hg/ha","13311","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1977","1977","tonnes","138062904","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1978","1978","ha","104340004","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1978","1978","hg/ha","13702","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1978","1978","tonnes","142964696","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1979","1979","ha","103473312","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1979","1979","hg/ha","12223","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1979","1979","tonnes","126470304","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1980","1980","ha","104067000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1980","1980","hg/ha","13500","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1980","1980","tonnes","140490600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1981","1981","ha","105508300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1981","1981","hg/ha","13988","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1981","1981","tonnes","147583816","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1982","1982","ha","101083696","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1982","1982","hg/ha","13464","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1982","1982","tonnes","136101404","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1983","1983","ha","106613208","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1983","1983","hg/ha","15644","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1983","1983","tonnes","166781704","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1984","1984","ha","105175600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1984","1984","hg/ha","15638","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1984","1984","tonnes","164477600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1985","1985","ha","104056596","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1985","1985","hg/ha","15922","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1985","1985","tonnes","165682196","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1986","1986","ha","104049212","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1986","1986","hg/ha","15854","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1986","1986","tonnes","164955216","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1987","1987","ha","98573604","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1987","1987","hg/ha","15837","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1987","1987","tonnes","156114500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1988","1988","ha","103542716","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1988","1988","hg/ha","17758","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1988","1988","tonnes","183867008","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1989","1989","ha","104055700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1989","1989","hg/ha","19164","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1989","1989","tonnes","199413216","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1990","1990","ha","102536512","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1990","1990","hg/ha","18912","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1990","1990","tonnes","193919312","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1991","1991","ha","100243408","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1991","1991","hg/ha","19263","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1991","1991","tonnes","193101196","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1992","1992","ha","99499504","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1992","1992","hg/ha","20248","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1992","1992","tonnes","201468404","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1993","1993","ha","100066500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1993","1993","hg/ha","20849","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1993","1993","tonnes","208626900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1994","1994","ha","100184200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1994","1994","hg/ha","21155","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1994","1994","tonnes","211941400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1995","1995","ha","99450800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1995","1995","hg/ha","21117","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1995","1995","tonnes","210012500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1996","1996","ha","100300000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1996","1996","hg/ha","21810","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1996","1996","tonnes","218750900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1997","1997","ha","100167200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1997","1997","hg/ha","22286","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1997","1997","tonnes","223232400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1998","1998","ha","100904200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1998","1998","hg/ha","22484","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1998","1998","tonnes","226877000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","1999","1999","ha","102091700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","1999","1999","hg/ha","23137","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","1999","1999","tonnes","236205608","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2000","2000","ha","102402400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2000","2000","hg/ha","22942","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2000","2000","tonnes","234931192","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2001","2001","ha","100271100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2001","2001","hg/ha","24231","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2001","2001","tonnes","242963796","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2002","2002","ha","94470900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2002","2002","hg/ha","21873","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2002","2002","tonnes","206636708","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2003","2003","ha","98603100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2003","2003","hg/ha","23994","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2003","2003","tonnes","236592700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2004","2004","ha","97805700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2004","2004","hg/ha","23500","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2004","2004","tonnes","229845504","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2005","2005","ha","99519200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2005","2005","hg/ha","24116","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2005","2005","tonnes","239997492","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2006","2006","ha","99236800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2006","2006","hg/ha","24465","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2006","2006","tonnes","242785588","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2007","2007","ha","100833500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2007","2007","hg/ha","25833","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2007","2007","tonnes","260485904","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2008","2008","ha","101155500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2008","2008","hg/ha","26379","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2008","2008","tonnes","266835300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2009","2009","ha","97171600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2009","2009","hg/ha","25808","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2009","2009","tonnes","250783392","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2010","2010","ha","100075800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2010","2010","hg/ha","26764","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2010","2010","tonnes","267838308","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2011","2011","ha","100625700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2011","2011","hg/ha","28607","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2011","2011","tonnes","287860000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2012","2012","ha","98969000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2012","2012","hg/ha","29635","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2012","2012","tonnes","293290000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2013","2013","ha","99299950","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2013","2013","hg/ha","29699","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2013","2013","tonnes","294909510","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2014","2014","ha","99988240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2014","2014","hg/ha","29604","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2014","2014","tonnes","296010000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2015","2015","ha","99533000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2015","2015","hg/ha","28567","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2015","2015","tonnes","284333000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2016","2016","ha","99020000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2016","2016","hg/ha","30080","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2016","2016","tonnes","297850000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2017","2017","ha","99566890","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2017","2017","hg/ha","31213","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2017","2017","tonnes","310782330","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2018","2018","ha","98093520","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2018","2018","hg/ha","32781","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2018","2018","tonnes","321556400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2019","2019","ha","95244530","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2019","2019","hg/ha","34049","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2019","2019","tonnes","324300640","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","1717","Cereals, Total","2020","2020","ha","102057166","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","1717","Cereals, Total","2020","2020","hg/ha","32828","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","1717","Cereals, Total","2020","2020","tonnes","335035000","A","Aggregate, may include official, semi-official, estimated or calculated data"
