Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1967","1967","tonnes","8166500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1968","1968","ha","9536762","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1968","1968","hg/ha","11316","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1968","1968","tonnes","10791900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1969","1969","ha","9706300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1969","1969","hg/ha","11920","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1969","1969","tonnes","11569500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1970","1970","ha","9837847","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1970","1970","hg/ha","12297","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1970","1970","tonnes","12097337","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1971","1971","ha","9473889","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1971","1971","hg/ha","11966","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1971","1971","tonnes","11336393","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1972","1972","ha","9190065","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1972","1972","hg/ha","12841","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1972","1972","tonnes","11800886","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1973","1973","ha","9602198","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1973","1973","hg/ha","13258","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1973","1973","tonnes","12730806","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1974","1974","ha","9525590","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1974","1974","hg/ha","13139","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1974","1974","tonnes","12515833","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1975","1975","ha","9435332","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1975","1975","hg/ha","13914","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1975","1975","tonnes","13127967","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1976","1976","ha","9764570","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1976","1976","hg/ha","14607","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1976","1976","tonnes","14262949","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1977","1977","ha","10280049","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1977","1977","hg/ha","14703","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1977","1977","tonnes","15115120","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1978","1978","ha","10330327","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1978","1978","hg/ha","14292","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1978","1978","tonnes","14764206","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1979","1979","ha","10585100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1979","1979","hg/ha","15403","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1979","1979","tonnes","16304600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1980","1980","ha","10584500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1980","1980","hg/ha","16131","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1980","1980","tonnes","17073600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1981","1981","ha","10910000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1981","1981","hg/ha","16702","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1981","1981","tonnes","18222050","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1982","1982","ha","11040200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1982","1982","hg/ha","16373","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1982","1982","tonnes","18075950","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1983","1983","ha","11401300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1983","1983","hg/ha","16753","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1983","1983","tonnes","19100750","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1984","1984","ha","11350900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1984","1984","hg/ha","15449","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1984","1984","tonnes","17535900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1985","1985","ha","11048800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1985","1985","hg/ha","16019","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1985","1985","tonnes","17699400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1986","1986","ha","11382000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1986","1986","hg/ha","18333","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1986","1986","tonnes","20866100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1987","1987","ha","11317900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1987","1987","hg/ha","16282","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1987","1987","tonnes","18428100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1988","1988","ha","11302100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1988","1988","hg/ha","17024","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1988","1988","tonnes","19240300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1989","1989","ha","11809700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1989","1989","hg/ha","17797","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1989","1989","tonnes","21017550","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1990","1990","ha","11864100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1990","1990","hg/ha","17664","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1990","1990","tonnes","20957200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1991","1991","ha","11705800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1991","1991","hg/ha","18058","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1991","1991","tonnes","21137950","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1992","1992","ha","11738200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1992","1992","hg/ha","18847","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1992","1992","tonnes","22123350","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1993","1993","ha","12181400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1993","1993","hg/ha","19595","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1993","1993","tonnes","23869650","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1994","1994","ha","12134600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1994","1994","hg/ha","18409","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1994","1994","tonnes","22338150","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1995","1995","ha","12210700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1995","1995","hg/ha","20504","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1995","1995","tonnes","25036450","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1996","1996","ha","12410400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1996","1996","hg/ha","20463","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1996","1996","tonnes","25394800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1997","1997","ha","12356500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1997","1997","hg/ha","20442","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1997","1997","tonnes","25259600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1998","1998","ha","12718800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1998","1998","hg/ha","22003","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1998","1998","tonnes","27985200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","1999","1999","ha","12515100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","1999","1999","hg/ha","22178","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","1999","1999","tonnes","27756417","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2000","2000","ha","12668100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2000","2000","hg/ha","24045","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2000","2000","tonnes","30460700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2001","2001","ha","12126700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2001","2001","hg/ha","22305","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2001","2001","tonnes","27048000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2002","2002","ha","12022100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2002","2002","hg/ha","22602","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2002","2002","tonnes","27172850","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2003","2003","ha","12481100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2003","2003","hg/ha","23206","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2003","2003","tonnes","28963500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2004","2004","ha","12470000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2004","2004","hg/ha","24307","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2004","2004","tonnes","30311300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2005","2005","ha","12809800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2005","2005","hg/ha","26158","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2005","2005","tonnes","33507800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2006","2006","ha","12931600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2006","2006","hg/ha","25540","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2006","2006","tonnes","33027900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2007","2007","ha","13051400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2007","2007","hg/ha","27439","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2007","2007","tonnes","35812200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2008","2008","ha","13387900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2008","2008","hg/ha","26537","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2008","2008","tonnes","35528100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2009","2009","ha","13674300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2009","2009","hg/ha","27897","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2009","2009","tonnes","38147050","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2010","2010","ha","13332376","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2010","2010","hg/ha","26110","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2010","2010","tonnes","34811258","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2011","2011","ha","13308200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2011","2011","hg/ha","29534","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2011","2011","tonnes","39304580","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2012","2012","ha","12749240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2012","2012","hg/ha","28626","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2012","2012","tonnes","36496350","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2013","2013","ha","13363900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2013","2013","hg/ha","30013","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2013","2013","tonnes","40109711","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2014","2014","ha","13959878","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2014","2014","hg/ha","30012","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2014","2014","tonnes","41895811","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2015","2015","ha","13961922","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2015","2015","hg/ha","29424","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2015","2015","tonnes","41081682","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2016","2016","ha","14087724","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2016","2016","hg/ha","30207","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2016","2016","tonnes","42555022","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2017","2017","ha","13928846","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2017","2017","hg/ha","31804","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2017","2017","tonnes","44299995","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2018","2018","ha","13735791","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2018","2018","hg/ha","28872","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2018","2018","tonnes","39658364","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2019","2019","ha","13893493","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2019","2019","hg/ha","28938","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2019","2019","tonnes","40205238","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","1717","Cereals, Total","2020","2020","ha","14082566","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","1717","Cereals, Total","2020","2020","hg/ha","30208","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","1717","Cereals, Total","2020","2020","tonnes","42540915","A","Aggregate, may include official, semi-official, estimated or calculated data"
